Detector type,Descriptor type,Image no,Num keypoints,Num Matches,Exec time detector,Exec time descriptor,Exec time matcher,
SHITOMASI,BRIEF,../images/KITTI/2011_09_26/image_00/data/0000000002.png,114,102,9.08999,0.507127,0
SHITOMASI,BRIEF,../images/KITTI/2011_09_26/image_00/data/0000000003.png,107,95,8.50458,0.419869,0
SHITOMASI,BRIEF,../images/KITTI/2011_09_26/image_00/data/0000000004.png,112,94,12.2771,0.437339,0
SHITOMASI,BRIEF,../images/KITTI/2011_09_26/image_00/data/0000000005.png,102,95,13.0625,0.411379,0
SHITOMASI,BRIEF,../images/KITTI/2011_09_26/image_00/data/0000000006.png,102,93,8.15287,0.446495,0
SHITOMASI,BRIEF,../images/KITTI/2011_09_26/image_00/data/0000000007.png,110,89,12.1464,0.460138,0
SHITOMASI,BRIEF,../images/KITTI/2011_09_26/image_00/data/0000000008.png,95,97,8.0968,0.404524,0
SHITOMASI,BRIEF,../images/KITTI/2011_09_26/image_00/data/0000000009.png,95,86,8.21834,0.430405,0
SHITOMASI,ORB,../images/KITTI/2011_09_26/image_00/data/0000000002.png,114,95,9.10327,2.91186,0
SHITOMASI,ORB,../images/KITTI/2011_09_26/image_00/data/0000000003.png,107,92,9.35216,2.74966,0
SHITOMASI,ORB,../images/KITTI/2011_09_26/image_00/data/0000000004.png,112,93,8.04082,2.8089,0
SHITOMASI,ORB,../images/KITTI/2011_09_26/image_00/data/0000000005.png,102,95,7.96092,2.69573,0
SHITOMASI,ORB,../images/KITTI/2011_09_26/image_00/data/0000000006.png,102,87,8.18381,2.85044,0
SHITOMASI,ORB,../images/KITTI/2011_09_26/image_00/data/0000000007.png,110,86,8.26872,2.85291,0
SHITOMASI,ORB,../images/KITTI/2011_09_26/image_00/data/0000000008.png,95,92,8.33592,2.77084,0
SHITOMASI,ORB,../images/KITTI/2011_09_26/image_00/data/0000000009.png,95,84,8.08167,2.88956,0
SHITOMASI,FREAK,../images/KITTI/2011_09_26/image_00/data/0000000002.png,114,81,9.65772,28.9795,0
SHITOMASI,FREAK,../images/KITTI/2011_09_26/image_00/data/0000000003.png,107,80,12.6907,29.081,0
SHITOMASI,FREAK,../images/KITTI/2011_09_26/image_00/data/0000000004.png,112,81,12.5993,29.7956,0
SHITOMASI,FREAK,../images/KITTI/2011_09_26/image_00/data/0000000005.png,102,76,8.06666,29.0385,0
SHITOMASI,FREAK,../images/KITTI/2011_09_26/image_00/data/0000000006.png,102,69,12.8708,29.6313,0
SHITOMASI,FREAK,../images/KITTI/2011_09_26/image_00/data/0000000007.png,110,73,12.6864,28.956,0
SHITOMASI,FREAK,../images/KITTI/2011_09_26/image_00/data/0000000008.png,95,76,12.8354,28.8759,0
SHITOMASI,FREAK,../images/KITTI/2011_09_26/image_00/data/0000000009.png,95,75,12.1354,29.4971,0
SHITOMASI,SIFT,../images/KITTI/2011_09_26/image_00/data/0000000002.png,114,100,9.98479,10.1043,0
SHITOMASI,SIFT,../images/KITTI/2011_09_26/image_00/data/0000000003.png,107,95,8.50567,9.80842,0
SHITOMASI,SIFT,../images/KITTI/2011_09_26/image_00/data/0000000004.png,112,94,8.22289,10.3801,0
SHITOMASI,SIFT,../images/KITTI/2011_09_26/image_00/data/0000000005.png,102,91,12.1488,10.3736,0
SHITOMASI,SIFT,../images/KITTI/2011_09_26/image_00/data/0000000006.png,102,91,12.0579,10.3225,0
SHITOMASI,SIFT,../images/KITTI/2011_09_26/image_00/data/0000000007.png,110,83,12.4173,10.5533,0
SHITOMASI,SIFT,../images/KITTI/2011_09_26/image_00/data/0000000008.png,95,94,12.1845,10.5387,0
SHITOMASI,SIFT,../images/KITTI/2011_09_26/image_00/data/0000000009.png,95,84,12.0759,10.3314,0
